startMonth,startDay,startYear,endMonth,endDay,endYear,wikiUrl,text,fontSize,fontFamily,bold,color,backgroundColor,croptop,cropright,cropbottom,cropleft,positiontop,positionleft,scale,height,verticalOffset,textWeek,zIndexOverride
8,1,1798,8,3,1798,https://en.wikipedia.org/wiki/Battle_of_the_Nile,BATTLE OF THE NILE,1.45em,Arial,TRUE,WHITE,RED,30,0,10,0,42%,0%,1,0.7,20,1,21
7,7,1798,7,17,1798,https://en.wikipedia.org/wiki/Quasi-War,QUASI WAR BEGINS,2.1EM,Arial,TRUE,white,BLUE,30,0,0,0,45%,17%,1,0.7,0,2,80
11,29,1798,12,8,1798,https://en.wikipedia.org/wiki/War_of_the_Second_Coalition,SECOND COALITION BEGINS,2.3EM,Arial,TRUE,white,PURPLE,30,0,0,0,40%,5%,1,0.7,0,3,80
3,20,1799,5,21,1799,https://en.wikipedia.org/wiki/Siege_of_Acre_(1799),SIEGE OF ACRE,2.3EM,Arial,TRUE,WHITE,RED,30,0,0,0,40%,27%,1,0.7,0,"2,5,10",80
9,21,1800,9,30,1800,https://en.wikipedia.org/wiki/Quasi-War,QUASI WAR ENDS,2.1EM,Arial,TRUE,white,BLUE,30,0,0,0,45%,22%,1,0.7,0,1,1
5,10,1801,5,19,1801,https://en.wikipedia.org/wiki/First_Barbary_War,FIRST BARBARY WAR BEGINS,2.3EM,Arial,TRUE,white,BLUE,30,0,0,0,40%,2%,1,0.7,0,1,80
3,7,1802,3,25,1802,https://en.wikipedia.org/wiki/War_of_the_Second_Coalition,SECOND COALITION ENDS,2.3EM,Arial,TRUE,white,PURPLE,30,0,0,0,40%,8%,1,0.7,0,1,80
2,1,1804,4,22,1804,https://en.wikipedia.org/wiki/1804_Haitian_massacre,HAITIAN MASSACRE,2.3EM,Arial,TRUE,white,PURPLE,30,0,0,0,40%,18%,1,0.7,0,"2,7,12",80
6,15,1804,6,15,1804,https://en.wikipedia.org/wiki/Twelfth_Amendment_to_the_United_States_Constitution,12,3.8em,Arial,TRUE,black,white,30,0,0,0,30%,8%,1,1,0,1,80
5,14,1804,5,26,1804,https://en.wikipedia.org/wiki/Lewis_and_Clark_Expedition,LEWIS AND CLARK BEGINS,2.3EM,Arial,TRUE,white,BLUE,30,0,0,0,45%,7%,1,0.7,0,2,80
4,11,1805,4,20,1805,https://en.wikipedia.org/wiki/War_of_the_Third_Coalition,THIRD COALITION BEGINS,2.3EM,Arial,TRUE,white,PURPLE,30,0,0,0,40%,10%,1,0.7,0,2,80
6,2,1805,6,10,1805,https://en.wikipedia.org/wiki/First_Barbary_War,FIRST BARBARY WAR ENDS,2.3EM,Arial,TRUE,white,BLUE,30,0,0,0,40%,5%,1,0.7,0,1,80
4,27,1805,5,31,1805,https://en.wikipedia.org/wiki/Battle_of_Derna_(1805),BATTLE OF DERNA,2.3EM,Arial,TRUE,white,BLUE,30,0,0,0,40%,20%,1,0.7,0,4,80
10,16,1805,10,19,1805,https://en.wikipedia.org/wiki/Battle_of_Ulm,ULM,2.3EM,Arial,TRUE,white,PURPLE,30,0,0,0,40%,35%,1,0.7,0,1,80
7,6,1806,7,18,1806,https://en.wikipedia.org/wiki/War_of_the_Third_Coalition,THIRD COALITION ENDS,2.3EM,Arial,TRUE,white,PURPLE,30,0,0,0,40%,10%,1,0.7,0,1,80
9,14,1806,9,23,1806,https://en.wikipedia.org/wiki/Lewis_and_Clark_Expedition,LEWIS AND CLARK ENDS,2.3EM,Arial,TRUE,white,BLUE,30,0,0,0,40%,10%,1,0.7,0,1,80
2,8,1806,2,15,1806,https://en.wikipedia.org/wiki/Invasion_of_Naples_(1806),INVASION OF NAPLES,2.3EM,Arial,TRUE,white,PURPLE,30,0,0,0,40%,13%,1,0.7,0,2,80
10,9,1806,11,8,1806,https://en.wikipedia.org/wiki/War_of_the_Fourth_Coalition,FOURTH COALITION BEGINS,2.3EM,Arial,TRUE,white,PURPLE,30,0,0,0,40%,5%,1,0.7,0,6,80
6,7,1807,7,9,1807,https://en.wikipedia.org/wiki/War_of_the_Fourth_Coalition,FOURTH COALITION ENDS,2.3EM,Arial,TRUE,white,PURPLE,30,0,0,0,45%,8%,1,0.7,0,1,80
11,19,1807,11,30,1807,https://en.wikipedia.org/wiki/Invasion_of_Portugal_(1807),INVASION OF PORTUGAL,2.3EM,Arial,TRUE,white,PURPLE,30,0,0,0,45%,12%,1,0.7,0,2,80
8,15,1807,9,7,1807,https://en.wikipedia.org/wiki/Battle_of_Copenhagen_(1807),BATTLE OF COPENHAGEN,2.3EM,Arial,TRUE,white,RED,30,0,0,0,45%,8%,1,0.7,0,2,80
3,17,1808,3,19,1808,https://en.wikipedia.org/wiki/Tumult_of_Aranjuez,ARANJUEZ,2.3EM,Arial,TRUE,RED,YELLOW,30,0,0,0,45%,8%,1,0.7,0,1,80
2,21,1808,2,27,1808,https://en.wikipedia.org/wiki/Finnish_War,FINNISH WAR BEGINS,2.3EM,Arial,TRUE,BLUE,RED,30,0,0,0,45%,15%,1,0.7,0,1,80
9,10,1809,9,17,1809,https://en.wikipedia.org/wiki/Finnish_War,FINNISH WAR ENDS,2.3EM,Arial,TRUE,BLUE,RED,30,0,0,0,45%,17%,1,0.7,0,1,80
4,10,1809,4,22,1809,https://en.wikipedia.org/wiki/War_of_the_Fifth_Coalition,FIFTH COALITION BEGINS,2.3EM,Arial,TRUE,white,PURPLE,30,0,0,0,40%,10%,1,0.7,0,2,80
10,8,1809,10,14,1809,https://en.wikipedia.org/wiki/War_of_the_Fifth_Coalition,FIFTH COALITION ENDS,2.3EM,Arial,TRUE,white,PURPLE,30,0,0,0,45%,10%,1,0.7,0,1,80
1,8,1811,1,10,1811,https://en.wikipedia.org/wiki/1811_German_Coast_uprising,GERMAN COAST,1.7em,Arial,TRUE,BLACK,orange,30,0,10,0,40%,5%,1,0.8,0,1,20
6,18,1812,6,27,1812,https://en.wikipedia.org/wiki/War_of_1812,WAR OF 1812 BEGINS,2.3EM,Arial,TRUE,white,RED,30,0,0,0,45%,17%,1,0.7,0,2,80
6,24,1812,12,24,1812,https://en.wikipedia.org/wiki/French_invasion_of_Russia,NAPOLEON INVADES RUSSIA,2.3EM,Arial,TRUE,BLUE,RED,30,0,0,0,45%,4%,1,0.7,0,"4,9,15,20,25,30",79
12,20,1812,12,26,1812,https://en.wikipedia.org/wiki/War_of_the_Sixth_Coalition,SIXTH COALITION BEGINS,2.3EM,Arial,TRUE,WHITE,RED,30,0,0,0,45%,10%,1,0.7,10,1,80
1,18,1813,1,23,1813,https://en.wikipedia.org/wiki/Battle_of_Frenchtown,FRENCHTOWN,2.3EM,Arial,TRUE,WHITE,RED,30,0,0,0,45%,22%,1,0.7,10,1,80
10,16,1813,10,19,1813,https://en.wikipedia.org/wiki/Battle_of_Leipzig,LEIPZIG,2.3EM,Arial,TRUE,WHITE,RED,30,0,0,0,45%,22%,1,0.7,10,2,80
4,28,1813,4,30,1813,https://en.wikipedia.org/wiki/Battle_of_York#Burning_of_York,YORK BURNED,2EM,Arial,TRUE,WHITE,BLUE,30,0,0,0,45%,1%,1,0.7,10,1,80
5,25,1813,5,27,1813,https://en.wikipedia.org/wiki/Battle_of_Fort_George,FORT GEORGE,2EM,Arial,TRUE,WHITE,BLUE,30,0,0,0,45%,1%,1,0.7,10,1,80
9,12,1814,9,15,1814,https://en.wikipedia.org/wiki/Battle_of_Baltimore,BALTIMORE,1.7EM,Arial,TRUE,white,BLUE,30,0,0,0,50%,0%,1,0.7,0,1,80
5,22,1814,5,30,1814,https://en.wikipedia.org/wiki/War_of_the_Sixth_Coalition,SIXTH COALITION ENDS,2.3EM,Arial,TRUE,WHITE,RED,30,0,0,0,45%,10%,1,0.7,10,1,80
12,15,1814,12,31,1814,https://en.wikipedia.org/wiki/Hartford_Convention,HARTFORD CONVENTION,2.3EM,Arial,TRUE,WHITE,BLUE,30,0,0,0,45%,10%,1,0.7,10,3,80
9,6,1814,9,11,1814,https://en.wikipedia.org/wiki/Battle_of_Plattsburgh,PLATTSBURGH,2.3EM,Arial,TRUE,WHITE,BLUE,30,0,0,0,45%,13%,1,0.7,10,1,80
3,20,1815,7,8,1815,https://en.wikipedia.org/wiki/Hundred_Days,HUNDRED DAYS,3.0EM,Arial,TRUE,white,PURPLE,30,0,0,0,40%,14%,1,0.8,0,"1,4,10,15,20",80
2,12,1815,2,17,1815,https://en.wikipedia.org/wiki/War_of_1812,WAR OF 1812 ENDS,2.3EM,Arial,TRUE,white,RED,30,0,0,0,45%,17%,1,0.7,0,1,80
1,1,1815,1,5,1815,https://en.wikipedia.org/wiki/Hartford_Convention,HARTFORD CONVENTION,2EM,Arial,TRUE,WHITE,BLUE,30,0,0,0,45%,0%,1,0.7,10,1,80
7,26,1830,7,29,1830,https://en.wikipedia.org/wiki/July_Revolution,JULY REVOLUTION,2.1em,Arial,TRUE,WHITE,PURPLE,30,0,10,0,40%,2%,1,0.8,0,1,20
8,25,1830,7,21,1831,https://en.wikipedia.org/wiki/Belgian_Revolution,BELGIAN REVOLUTION,2.3em,Arial,TRUE,YELLOW,BLACK,30,0,10,0,40%,13%,1,0.8,25,"4,9,15,20,24,30,35,40,45,50,55",8
8,21,1831,8,23,1831,https://en.wikipedia.org/wiki/Nat_Turner's_Rebellion,NAT TURNER,2.3EM,Arial,TRUE,WHITE,BLACK,30,0,0,0,45%,1%,1,0.7,10,1,80
10,29,1831,10,31,1831,https://en.wikipedia.org/wiki/1831_Bristol_riots,BRISTOL,2.1em,Arial,TRUE,WHITE,RED,30,0,10,0,40%,4%,1,0.8,25,2,8
4,6,1832,4,14,1832,https://en.wikipedia.org/wiki/Black_Hawk_War,BLACK HAWK WAR BEGINS,2.2em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,10%,1,0.8,0,2,9
8,19,1832,8,27,1832,https://en.wikipedia.org/wiki/Black_Hawk_War,BLACK HAWK WAR ENDS,2.2em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,10%,1,0.8,0,1,9
7,10,1832,7,21,1832,https://en.wikipedia.org/wiki/Bank_War,BANK WAR STARTS,2.3EM,Arial,TRUE,WHITE,GREEN,30,0,0,0,45%,22%,1,0.7,10,2,80
10,2,1835,10,10,1835,https://en.wikipedia.org/wiki/Texas_Revolution,TEXAS REVOLUTION BEGINS,2.3EM,Arial,TRUE,WHITE,BLUE,30,0,0,0,45%,5%,1,0.7,10,2,80
2,23,1836,3,6,1836,https://en.wikipedia.org/wiki/Battle_of_the_Alamo,BATTLE OF THE ALAMO,2.1em,Arial,TRUE,black,lightblue,30,0,10,0,40%,2%,1,0.8,0,"1,3",20
1,24,1836,1,31,1836,https://en.wikipedia.org/wiki/Bank_War,BANK WAR ENDS,2.3EM,Arial,TRUE,WHITE,GREEN,30,0,0,0,45%,22%,1,0.7,10,1,80
4,10,1836,4,22,1836,https://en.wikipedia.org/wiki/Texas_Revolution,TEXAS REVOLUTION ENDS,2.3EM,Arial,TRUE,WHITE,BLUE,30,0,0,0,45%,8%,1,0.7,10,1,80
8,6,1838,11,1,1838,https://en.wikipedia.org/wiki/1838_Mormon_War,1838 MORMON WAR,2.3em,Arial,TRUE,BLACK,LIGHTBLUE,30,0,10,0,40%,19%,1,0.8,25,"2,6,12",19
9,4,1839,9,14,1839,https://en.wikipedia.org/wiki/First_Opium_War,FIRST OPIUM WAR BEGINS,2.3EM,Arial,TRUE,WHITE,RED,30,0,0,0,45%,8%,1,0.7,10,2,80
6,28,1839,8,21,1839,https://en.wikipedia.org/wiki/La_Amistad,AMISTAD REVOLT,2.3EM,Arial,TRUE,WHITE,BLACK,30,0,0,0,45%,22%,1,0.7,10,"4,9",80
8,21,1842,8,29,1842,https://en.wikipedia.org/wiki/First_Opium_War,FIRST OPIUM WAR ENDS,2.3EM,Arial,TRUE,WHITE,RED,30,0,0,0,45%,10%,1,0.7,10,1,80
4,25,1846,5,16,1846,https://en.wikipedia.org/wiki/Mexican%E2%80%93American_War,MEXICAN AMERICAN WAR BEGINS,2EM,Arial,TRUE,BLACK,LIGHTBLUE,30,0,0,0,45%,4%,1,0.7,10,5,80
9,22,1846,9,30,1846,https://en.wikipedia.org/wiki/Siege_of_Los_Angeles,SIEGE OF LOS ANGELES,2.1EM,Arial,TRUE,BLACK,LIGHTBLUE,30,0,0,0,45%,0%,1,0.7,30,1,80
9,21,1846,9,24,1846,https://en.wikipedia.org/wiki/Battle_of_Monterrey,MONTERREY,2.1EM,Arial,TRUE,BLACK,LIGHTBLUE,30,0,0,0,45%,18%,1,0.7,-8,1,80
1,19,1847,7,9,1847,https://en.wikipedia.org/wiki/Taos_Revolt,TAOS REVOLT,2.3em,Arial,TRUE,BLACK,orange,30,0,10,0,40%,25%,1,0.8,-5,"2,5,10,15,20,26,31",20
2,22,1847,2,23,1847,https://en.wikipedia.org/wiki/Battle_of_Buena_Vista,BUENA,2.3em,Arial,TRUE,WHITE,BLUE,30,0,10,0,40%,5%,1,0.8,0,1,20
2,22,1847,2,23,1847,https://en.wikipedia.org/wiki/Battle_of_Buena_Vista,VISTA,2.3em,Arial,TRUE,WHITE,BLUE,30,0,10,0,40%,15%,1,0.75,40,1,20
3,9,1847,3,29,1847,https://en.wikipedia.org/wiki/Siege_of_Veracruz,SIEGE OF VERACRUZ,2.3em,Arial,TRUE,WHITE,BLUE,30,0,10,0,40%,15%,1,0.75,35,2,20
9,8,1847,9,11,1847,https://en.wikipedia.org/wiki/Battle_for_Mexico_City,BATTLE FOR,2.3em,Arial,TRUE,WHITE,BLUE,30,0,10,0,40%,12%,1,0.75,35,1,20
9,12,1847,9,15,1847,https://en.wikipedia.org/wiki/Battle_for_Mexico_City,MEXICO CITY,2.3em,Arial,TRUE,WHITE,BLUE,30,0,10,0,40%,12%,1,0.75,35,1,20
9,12,1847,9,13,1847,https://en.wikipedia.org/wiki/Battle_of_Chapultepec,CHAPULTEPEC,1.3em,Arial,TRUE,WHITE,BLUE,30,0,10,0,40%,1%,1,0.75,0,1,19
7,22,1848,7,27,1848,https://en.wikipedia.org/wiki/Battle_of_Custoza_(1848),CUSTOZA,2.3em,Arial,TRUE,black,YELLOW,30,0,10,0,40%,27%,1,0.8,0,2,20
3,23,1848,3,31,1848,https://en.wikipedia.org/wiki/First_Italian_War_of_Independence,FIRST ITALIAN WAR BEGINS,2.15em,Arial,TRUE,WHITE,GREEN,30,0,10,0,40%,1%,1,0.8,0,2,20
6,12,1848,6,17,1848,https://en.wikipedia.org/wiki/Prague_uprising_(1848),PRAGUE UPRISING,2.3em,Arial,TRUE,black,YELLOW,30,0,10,0,40%,10%,1,0.8,0,1,20
6,22,1848,6,26,1848,https://en.wikipedia.org/wiki/June_Days_uprising,JUNE DAYS,2.3em,Arial,TRUE,WHITE,PURPLE,30,0,10,0,40%,10%,1,0.8,0,1,20
1,16,1848,2,2,1848,https://en.wikipedia.org/wiki/Mexican%E2%80%93American_War,MEXICAN AMERICAN WAR ENDS,2EM,Arial,TRUE,BLACK,LIGHTBLUE,30,0,0,0,45%,6%,1,0.7,10,1,80
8,12,1849,8,22,1849,https://en.wikipedia.org/wiki/First_Italian_War_of_Independence,FIRST ITALIAN WAR ENDS,2.15em,Arial,TRUE,WHITE,GREEN,30,0,10,0,40%,10%,1,0.8,0,1,20
12,1,1850,12,7,1850,https://en.wikipedia.org/wiki/Taiping_Rebellion,TAIPING REBELLION BEGINS,2.3EM,Arial,TRUE,RED,YELLOW,30,0,0,0,45%,5%,1,0.7,10,1,80
10,16,1853,10,22,1853,https://en.wikipedia.org/wiki/Crimean_War,CRIMEAN WAR BEGINS,1.9em,Arial,TRUE,BLACK,orange,30,0,10,0,45%,25%,1,0.8,0,1,20
10,17,1854,10,21,1854,https://en.wikipedia.org/wiki/Siege_of_Sevastopol_(1854%E2%80%931855),SIEGE OF SEVASTOPOL BEGINS,1.6em,Arial,TRUE,WHITE,RED,30,0,10,0,40%,0%,1,0.8,0,1,19
8,19,1855,9,11,1855,https://en.wikipedia.org/wiki/Siege_of_Sevastopol_(1854%E2%80%931855),SIEGE OF SEVASTOPOL ENDS,2.3em,Arial,TRUE,WHITE,RED,30,0,10,0,40%,2%,1,0.8,0,1,19
3,23,1856,3,30,1856,https://en.wikipedia.org/wiki/Crimean_War,CRIMEAN WAR ENDS,1.9em,Arial,TRUE,BLACK,orange,30,0,10,0,45%,25%,1,0.8,0,1,20
10,8,1856,10,18,1856,https://en.wikipedia.org/wiki/Second_Opium_War,SECOND OPIUM WAR BEGINS,2.3EM,Arial,TRUE,WHITE,RED,30,0,0,0,45%,3%,1,0.7,10,2,80
5,10,1857,5,16,1857,https://en.wikipedia.org/wiki/Indian_Rebellion_of_1857,SEPOY REBELLION BEGINS,2.3em,Arial,TRUE,GREEN,ORANGE,30,0,10,0,40%,5%,1,0.8,0,1,20
6,25,1857,4,12,1858,https://en.wikipedia.org/wiki/Utah_War,UTAH WAR,2.3em,Arial,TRUE,black,lightblue,30,0,10,0,40%,30%,1,0.8,0,"4,9,15,20,25,30,35,41,46,50",20
10,24,1858,11,1,1858,https://en.wikipedia.org/wiki/Indian_Rebellion_of_1857,SEPOY REBELLION ENDS,2.3em,Arial,TRUE,GREEN,ORANGE,30,0,10,0,40%,8%,1,0.8,0,1,20
10,16,1859,10,18,1859,https://en.wikipedia.org/wiki/John_Brown%27s_raid_on_Harpers_Ferry,HARPERS FERRY,1.7em,Arial,TRUE,BLACK,orange,30,0,10,0,40%,0%,1,0.8,0,1,20
6,15,1859,10,1,1859,https://en.wikipedia.org/wiki/Pig_War_(1859),PIG WAR,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,35%,1,0.8,0,"2,5,11,16",20
10,14,1860,10,24,1860,https://en.wikipedia.org/wiki/Second_Opium_War,SECOND OPIUM WAR ENDS,2.3EM,Arial,TRUE,WHITE,RED,30,0,0,0,45%,7%,1,0.7,10,1,80
8,12,1860,8,21,1860,https://en.wikipedia.org/wiki/Battle_of_Taku_Forts_(1860),TAKU FORTS,2.3EM,Arial,TRUE,WHITE,RED,30,0,0,0,45%,30%,1,0.7,10,1,80
11,8,1861,11,16,1861,https://en.wikipedia.org/wiki/Trent_Affair,TRENT AFFAIR,2.4em,Arial,TRUE,BLUE,RED,30,0,10,0,40%,25%,1,0.8,0,2,20
4,12,1861,4,13,1861,https://en.wikipedia.org/wiki/Battle_of_Fort_Sumter,FT. SUMTER,1.5em,Arial,TRUE,black,LightGray,30,0,10,0,40%,8%,1,0.8,30,1,20
4,12,1861,4,13,1861,https://en.wikipedia.org/wiki/American_Civil_War,START,2.4em,Arial,TRUE,white,black,30,0,10,0,40%,12%,1,0.7,-12,1,20
2,11,1862,2,16,1862,https://en.wikipedia.org/wiki/Battle_of_Fort_Donelson,FT. DONELSON,2.4em,Arial,TRUE,black,lightblue,30,0,10,0,40%,15%,1,0.8,0,1,20
4,6,1862,4,7,1862,https://en.wikipedia.org/wiki/Battle_of_Shiloh,SHILOH,2.4em,Arial,TRUE,black,lightblue,30,0,10,0,40%,5%,1,0.8,25,1,21
4,5,1862,5,4,1862,https://en.wikipedia.org/wiki/Siege_of_Yorktown_(1862),SIEGE OF YORKTOWN,2.4em,Arial,TRUE,black,LightGray,30,0,10,0,40%,14%,1,0.8,0,3,20
4,25,1862,5,1,1862,https://en.wikipedia.org/wiki/Capture_of_New_Orleans,NO CAPTURED,2.4em,Arial,TRUE,black,lightblue,30,0,10,0,40%,5%,1,0.8,25,2,21
6,25,1862,7,1,1862,https://en.wikipedia.org/wiki/Seven_Days_Battles,SEVEN DAYS,2.4em,Arial,TRUE,black,LightGray,30,0,10,0,40%,14%,1,0.8,0,1,20
8,18,1862,9,26,1862,https://en.wikipedia.org/wiki/Dakota_War_of_1862,DAKOTA WAR,2.4em,Arial,TRUE,black,orange,30,0,10,0,40%,20%,1,0.8,33,"1,5",20
8,28,1862,8,30,1862,https://en.wikipedia.org/wiki/Second_Battle_of_Bull_Run,BULL RUN 2,2.4em,Arial,TRUE,black,LightGray,30,0,10,0,40%,5%,1,0.8,5,1,21
8,14,1862,10,10,1862,https://en.wikipedia.org/wiki/Confederate_Heartland_Offensive,HEARTLAND,2.4em,Arial,TRUE,black,lightblue,30,0,10,0,40%,20%,1,0.8,-10,"2,6,11",20
12,11,1862,12,15,1862,https://en.wikipedia.org/wiki/Battle_of_Fredericksburg,FREDERICKSBURG,1.6EM,Arial,TRUE,black,LightGray,30,0,10,0,40%,0%,1,0.8,0,1,20
10,10,1862,10,12,1862,https://en.wikipedia.org/wiki/Raid_on_Chambersburg,CHAMBERSBURG,1.1EM,Arial,TRUE,black,LightGray,30,0,10,0,50%,0%,1,0.8,20,1,20
9,12,1862,9,13,1862,https://en.wikipedia.org/wiki/Battle_of_Harpers_Ferry,HARPERS,2.1em,Arial,TRUE,black,LightGray,30,0,10,0,40%,0%,1,0.8,20,1,201
9,14,1862,9,15,1862,https://en.wikipedia.org/wiki/Battle_of_Harpers_Ferry,FERRY,2.4em,Arial,TRUE,black,LightGray,30,0,10,0,40%,5%,1,0.8,20,1,20
4,29,1862,5,30,1862,https://en.wikipedia.org/wiki/Siege_of_Corinth,SIEGE OF CORINTH,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,20%,1,0.8,0,4,1
4,30,1863,5,6,1863,https://en.wikipedia.org/wiki/Battle_of_Chancellorsville,CHANCELLORSVILLE,1.6EM,Arial,TRUE,black,LightGray,30,0,10,0,40%,10%,1,0.8,0,3,20
5,18,1863,7,4,1863,https://en.wikipedia.org/wiki/Siege_of_Vicksburg,VICKSBURG SIEGE,2.4em,Arial,TRUE,black,lightblue,30,0,10,0,40%,20%,1,0.8,0,"2,5",20
7,1,1863,7,3,1863,https://en.wikipedia.org/wiki/Battle_of_Gettysburg,GETTYSBURG,2.1em,Arial,TRUE,white,darkblue,30,0,10,0,40%,2%,1,0.8,25,1,20
7,11,1863,7,16,1863,https://en.wikipedia.org/wiki/New_York_City_draft_riots,NY DRAFT RIOTS,2.4em,Arial,TRUE,black,lightblue,30,0,10,0,40%,10%,1,0.8,0,2,20
9,18,1863,9,20,1863,https://en.wikipedia.org/wiki/Battle_of_Chickamauga,CHICKAMAUGA,1.3EM,Arial,TRUE,black,LightGray,30,0,10,0,55%,0%,1,0.8,0,1,20
9,21,1863,11,25,1863,https://en.wikipedia.org/wiki/Chattanooga_campaign,CHATTANOOGA,2.4em,Arial,TRUE,black,lightblue,30,0,10,0,40%,30%,1,0.8,0,"1,4,9",20
10,13,1863,11,7,1863,https://en.wikipedia.org/wiki/Bristoe_campaign,BRISTOE,2.4em,Arial,TRUE,black,lightblue,30,0,10,0,40%,35%,1,0.8,25,"2,4",20
11,27,1863,12,2,1863,https://en.wikipedia.org/wiki/Battle_of_Mine_Run,MINE RUN,1.5EM,Arial,TRUE,white,GREY,30,0,10,0,52%,13%,1,0.8,0,"2,3",20
1,20,1863,1,22,1863,https://en.wikipedia.org/wiki/Mud_March_(American_Civil_War),MUD MARCH,1.5em,Arial,TRUE,BLACK,GREY,30,0,10,0,40%,3%,1,0.8,0,1,9
6,13,1863,6,15,1863,https://en.wikipedia.org/wiki/Second_Battle_of_Winchester,WINCHESTER 2,1.25em,Arial,TRUE,BLACK,LIGHTGREY,30,0,10,0,50%,4%,1,0.8,15,2,20
5,5,1864,5,7,1864,https://en.wikipedia.org/wiki/Battle_of_the_Wilderness,WILDERNESS,1.5EM,Arial,TRUE,white,GREY,30,0,10,0,52%,18%,1,0.8,0,1,20
5,9,1864,5,21,1864,https://en.wikipedia.org/wiki/Battle_of_Spotsylvania_Court_House,BATTLE OF SPOTS COURT HOUSE,2EM,Arial,TRUE,white,GREY,30,0,10,0,45%,2%,1,0.8,0,2,20
5,23,1864,5,26,1864,https://en.wikipedia.org/wiki/Battle_of_North_Anna,NORTH ANNA,2EM,Arial,TRUE,white,GREY,30,0,10,0,45%,17%,1,0.8,0,1,20
5,28,1864,5,30,1864,https://en.wikipedia.org/wiki/Battle_of_Totopotomoy_Creek,TOP CREEK,1.5EM,Arial,TRUE,white,GREY,30,0,10,0,52%,7%,1,0.8,0,2,20
5,31,1864,6,12,1864,https://en.wikipedia.org/wiki/Battle_of_Cold_Harbor,COLD HARBOR,2.4em,Arial,TRUE,black,LightGray,30,0,10,0,40%,10%,1,0.8,25,3,21
6,9,1864,6,18,1864,https://en.wikipedia.org/wiki/Siege_of_Petersburg,PETERSBURG STARTS,2.4em,Arial,TRUE,black,lightblue,30,0,10,0,40%,18%,1,0.8,-10,2,20
6,17,1864,6,18,1864,https://en.wikipedia.org/wiki/Battle_of_Lynchburg,LYNCHBURG,1.5EM,Arial,TRUE,black,LightGray,35,0,10,0,52%,3%,1,0.8,30,1,20
7,11,1864,7,12,1864,https://en.wikipedia.org/wiki/Battle_of_Fort_Stevens,FT. STEVENS,1.5EM,Arial,TRUE,black,lightblue,30,0,10,0,40%,3%,1,0.8,0,1,20
11,15,1864,12,21,1864,https://en.wikipedia.org/wiki/Sherman%27s_March_to_the_Sea,MARCH TO THE SEA,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,45%,15%,1,0.8,-10,"2,5",20
9,18,1864,12,27,1864,https://en.wikipedia.org/wiki/Franklin%E2%80%93Nashville_campaign,FRANKLIN-NASHVILLE,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,12%,1,0.8,30,"4,11,15",2
8,7,1864,8,13,1864,https://en.wikipedia.org/wiki/Taiping_Rebellion,TAIPING REBELLION ENDS,2.3EM,Arial,TRUE,RED,YELLOW,30,0,0,0,45%,9%,1,0.7,10,1,80
2,14,1864,2,20,1864,https://en.wikipedia.org/wiki/Meridian_campaign,MERIDIAN,2.3em,Arial,TRUE,BLACK,LIGHTBLUE,30,0,10,0,40%,32%,1,0.8,25,1,19
12,25,1864,12,27,1864,https://en.wikipedia.org/wiki/First_Battle_of_Fort_Fisher,WILMINGTON,2.2em,Arial,TRUE,WHITE,GREY,30,0,10,0,40%,3%,1,0.8,0,1,5000
12,18,1865,12,18,1865,https://en.wikipedia.org/wiki/Thirteenth_Amendment_to_the_United_States_Constitution,13,3.8em,Arial,TRUE,black,white,30,0,0,0,30%,8%,1,1,0,1,80
1,1,1865,1,7,1865,https://en.wikipedia.org/wiki/Carolinas_campaign,CAROLINAS CAMPAIGN STARTS,2.2em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,45%,1%,1,0.8,0,1,20
3,19,1865,3,25,1865,https://en.wikipedia.org/wiki/Siege_of_Petersburg,PETERSBURG ENDS,2.4em,Arial,TRUE,black,lightblue,30,0,10,0,40%,18%,1,0.8,0,1,20
4,23,1865,4,26,1865,https://en.wikipedia.org/wiki/Carolinas_campaign,CAROLINA ENDS,1.8em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,45%,1%,1,0.8,0,1,20
2,11,1865,2,22,1865,https://en.wikipedia.org/wiki/Battle_of_Wilmington,WILMINGTON,2.3em,Arial,TRUE,BLACK,LIGHTBLUE,30,0,10,0,40%,23%,1,0.8,25,"2,8,13,18",19
8,27,1866,9,15,1866,https://en.wikipedia.org/wiki/Swing_Around_the_Circle,SWING AROUND THE CIRCLE,2.3em,Arial,TRUE,WHITE,BLUE,30,0,10,0,40%,3%,1,0.75,0,3,20
7,9,1868,7,9,1868,https://en.wikipedia.org/wiki/Fourteenth_Amendment_to_the_United_States_Constitution,14,3.8em,Arial,TRUE,black,white,30,0,0,0,30%,8%,1,1,0,1,80
2,24,1868,5,26,1868,https://en.wikipedia.org/wiki/Impeachment_of_Andrew_Johnson,JOHNSON IMPEACHMENT,2.3em,Arial,TRUE,WHITE,BLACK,30,0,10,0,40%,10%,1,0.75,0,"3, 8,13",20
